trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4104,False,"{'a': 0.999, 'e': 0.4400393284570674}",30,9,-56.24334422016657,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
4105,False,"{'a': 0.999, 'e': 0.43984842857328177}",25,0,6.783413541680562,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
4106,False,"{'a': 0.999, 'e': 0.439657208413613}",20,3,15.925048577631289,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4107,False,"{'a': 0.999, 'e': 0.4394656683526328}",25,0,-114.70028392344759,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
4108,False,"{'a': 0.999, 'e': 0.43927380876721894}",20,11,-43.1424379379487,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
4109,False,"{'a': 0.999, 'e': 0.439081630036549}",30,19,5.553212269687547,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4110,False,"{'a': 0.999, 'e': 0.43888913254209394}",25,1,-46.47550642384825,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
4111,False,"{'a': 0.999, 'e': 0.438696316667612}",20,3,-27.081152610245315,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
4112,False,"{'a': 0.999, 'e': 0.4385031827991418}",30,13,-36.911026927888926,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
4113,False,"{'a': 0.999, 'e': 0.43830973132499634}",25,4,-29.72661919034299,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
4114,False,"{'a': 0.999, 'e': 0.4381159626357563}",30,10,-75.40108833105276,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
4115,False,"{'a': 0.999, 'e': 0.4379218771242638}",25,0,11.615449852155963,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
4116,False,"{'a': 0.999, 'e': 0.4377274751856155}",20,0,-85.2143117543465,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
4117,False,"{'a': 0.999, 'e': 0.43753275721715656}",20,15,7.358926501449648,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4118,False,"{'a': 0.999, 'e': 0.43733772361847356}",25,18,13.129973410188665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4119,False,"{'a': 0.999, 'e': 0.4371423747913884}",20,5,-51.137181291307535,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
4120,False,"{'a': 0.999, 'e': 0.4369467111399515}",25,0,-71.88765759379969,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
4121,False,"{'a': 0.999, 'e': 0.4367507330704346}",20,0,-75.15738024415079,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
4122,False,"{'a': 0.999, 'e': 0.4365544409913253}",25,13,-14.446470815398634,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
4123,False,"{'a': 0.999, 'e': 0.4363578353133193}",35,18,5.467160130843494,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
4124,False,"{'a': 0.999, 'e': 0.4361609164493142}",20,7,-43.3571573488375,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 0}",1
4125,False,"{'a': 0.999, 'e': 0.4359636848144026}",25,5,-9.180655052491453,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
4126,False,"{'a': 0.999, 'e': 0.4357661408258654}",25,20,11.291075732712997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4127,False,"{'a': 0.999, 'e': 0.43556828490316507}",25,6,4.7798257059234,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
4128,False,"{'a': 0.999, 'e': 0.4353701174679386}",25,14,-22.12937017176902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
4129,False,"{'a': 0.999, 'e': 0.43517163894399097}",25,13,-39.44701016986165,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
4130,False,"{'a': 0.999, 'e': 0.4349728497572881}",30,21,7.131128534045814,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
4131,False,"{'a': 0.999, 'e': 0.4347737503359501}",20,0,21.52571921942358,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
4132,False,"{'a': 0.999, 'e': 0.4345743411102443}",25,15,9.774054900216397,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4133,False,"{'a': 0.999, 'e': 0.4343746225125782}",20,13,-32.723206613378196,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
4134,False,"{'a': 0.999, 'e': 0.4341745949774928}",30,16,25.491290568234405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4135,False,"{'a': 0.999, 'e': 0.4339742589416553}",20,8,-57.59297337366178,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
4136,False,"{'a': 0.999, 'e': 0.4337736148438527}",20,7,-59.99976748778216,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
4137,False,"{'a': 0.999, 'e': 0.43357266312498377}",20,9,-3.853676336988717,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
4138,False,"{'a': 0.999, 'e': 0.43337140422805304}",20,4,20.000602695309933,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4139,False,"{'a': 0.999, 'e': 0.43316983859816327}",25,0,18.762057204654205,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
4140,False,"{'a': 0.999, 'e': 0.43296796668250837}",20,6,-9.022890945562121,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
4141,False,"{'a': 0.999, 'e': 0.4327657889303664}",20,0,-97.36906961841233,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
4142,False,"{'a': 0.999, 'e': 0.4325633057930923}",20,11,-52.89748392242755,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
4143,False,"{'a': 0.999, 'e': 0.432360517724111}",20,10,6.184358144925209,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4144,False,"{'a': 0.999, 'e': 0.4321574251789101}",30,0,-61.12630298554672,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
4145,False,"{'a': 0.999, 'e': 0.43195402861503257}",20,11,-27.49712521389343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
4146,False,"{'a': 0.999, 'e': 0.43175032849206996}",20,11,-28.601048611405847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
4147,False,"{'a': 0.999, 'e': 0.43154632527165454}",25,14,-38.132007866041675,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
4148,False,"{'a': 0.999, 'e': 0.43134201941745276}",20,2,-55.28196194788241,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
4149,False,"{'a': 0.999, 'e': 0.43113741139515743}",20,0,8.273266912464173,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
4150,False,"{'a': 0.999, 'e': 0.43093250167248087}",25,7,-18.02906628502729,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
4151,False,"{'a': 0.999, 'e': 0.43072729071914734}",30,19,-18.586445415921723,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
4152,False,"{'a': 0.999, 'e': 0.4305217790068855}",20,14,14.383550557327496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4153,False,"{'a': 0.999, 'e': 0.43031596700942176}",25,0,36.770822621640704,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4154,False,"{'a': 0.999, 'e': 0.43010985520247236}",25,8,2.504601157017527,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
4155,False,"{'a': 0.999, 'e': 0.42990344406373626}",25,10,-67.77948328806038,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
4156,False,"{'a': 0.999, 'e': 0.42969673407288744}",35,16,-0.44629542255624277,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
4157,False,"{'a': 0.999, 'e': 0.42948972571156807}",25,0,9.44714740737802,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
4158,False,"{'a': 0.999, 'e': 0.42928241946338047}",20,2,-3.0805416288927634,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
4159,False,"{'a': 0.999, 'e': 0.4290748158138799}",20,14,-13.45126272614732,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
4160,False,"{'a': 0.999, 'e': 0.4288669152505672}",20,12,-10.734695605744847,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
4161,False,"{'a': 0.999, 'e': 0.4286587182628813}",25,9,29.20127787443012,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4162,False,"{'a': 0.999, 'e': 0.4284502253421916}",25,0,-18.596403992283857,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
4163,False,"{'a': 0.999, 'e': 0.4282414369817905}",20,5,13.587813795020411,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4164,False,"{'a': 0.999, 'e': 0.42803235367688597}",25,3,-10.479163262144107,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
4165,False,"{'a': 0.999, 'e': 0.42782297592459373}",25,7,-78.1460457962906,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
4166,False,"{'a': 0.999, 'e': 0.4276133042239302}",20,0,3.235179942877581,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
4167,False,"{'a': 0.999, 'e': 0.4274033390758044}",35,17,21.418631566996325,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4168,False,"{'a': 0.999, 'e': 0.4271930809830106}",20,0,-17.263366153883034,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
4169,False,"{'a': 0.999, 'e': 0.4269825304502207}",25,0,13.171025771925576,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
4170,False,"{'a': 0.999, 'e': 0.42677168798397674}",20,14,-13.40230227147238,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
4171,False,"{'a': 0.999, 'e': 0.4265605540926829}",20,10,2.853737411587589,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4172,False,"{'a': 0.999, 'e': 0.4263491292865982}",30,6,-23.389427300476672,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
4173,False,"{'a': 0.999, 'e': 0.42613741407782874}",20,13,12.741976388109364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4174,False,"{'a': 0.999, 'e': 0.4259254089803199}",25,3,-20.009568253446265,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
4175,False,"{'a': 0.999, 'e': 0.42571311450984883}",30,0,-21.62656113915927,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
4176,False,"{'a': 0.999, 'e': 0.4255005311840165}",20,0,-33.47607729299674,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
4177,False,"{'a': 0.999, 'e': 0.4252876595222403}",25,7,-66.52151757688405,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
4178,False,"{'a': 0.999, 'e': 0.425074500045746}",30,15,-4.62427230678013,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
4179,False,"{'a': 0.999, 'e': 0.42486105327756024}",35,22,11.68343198743559,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4180,False,"{'a': 0.999, 'e': 0.4246473197425026}",25,11,-2.150467680630574,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
4181,False,"{'a': 0.999, 'e': 0.4244332999671778}",30,12,-2.017764901995292,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
4182,False,"{'a': 0.999, 'e': 0.42421899447996825}",20,0,10.307872825387738,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
4183,False,"{'a': 0.999, 'e': 0.42400440381102567}",30,13,8.470653258189174,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
4184,False,"{'a': 0.999, 'e': 0.42378952849226376}",35,8,-28.50230526000359,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 1}",1
4185,False,"{'a': 0.999, 'e': 0.4235743690573503}",25,11,21.888100828394418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4186,False,"{'a': 0.999, 'e': 0.42335892604169917}",20,5,1.9893654217439627,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
4187,False,"{'a': 0.999, 'e': 0.4231431999824625}",20,14,12.263855964382083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4188,False,"{'a': 0.999, 'e': 0.42292719141852303}",25,19,11.001601779816317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4189,False,"{'a': 0.999, 'e': 0.4227109008904859}",20,3,-64.59603463669117,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
4190,False,"{'a': 0.999, 'e': 0.4224943289406711}",20,0,7.428974097284657,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
4191,False,"{'a': 0.999, 'e': 0.4222774761131054}",20,6,18.955568913322193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4192,False,"{'a': 0.999, 'e': 0.4220603429535143}",20,8,-8.22906866864308,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
4193,False,"{'a': 0.999, 'e': 0.42184293000931455}",25,6,-97.84549142237809,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
4194,False,"{'a': 0.999, 'e': 0.4216252378296058}",20,0,-5.133762595905368,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
4195,False,"{'a': 0.999, 'e': 0.4214072669651629}",20,13,1.2570881050667193,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4196,False,"{'a': 0.999, 'e': 0.4211890179684278}",30,10,21.402736691381993,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
4197,False,"{'a': 0.999, 'e': 0.42097049139350173}",20,3,18.102834679578443,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
4198,False,"{'a': 0.999, 'e': 0.42075168779613725}",30,21,1.795669924020534,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4199,False,"{'a': 0.999, 'e': 0.42053260773372997}",25,13,2.4824892774123057,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
4200,False,"{'a': 0.999, 'e': 0.420313251765311}",20,9,8.873635481242324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4201,False,"{'a': 0.999, 'e': 0.4200936204515387}",25,13,-41.78669630841983,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
4202,False,"{'a': 0.999, 'e': 0.4198737143546908}",30,19,11.156797589664993,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4203,False,"{'a': 0.999, 'e': 0.41965353403865613}",20,0,-21.086218354311164,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
4204,False,"{'a': 0.999, 'e': 0.41943308006892704}",20,7,9.446536458244587,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4205,False,"{'a': 0.999, 'e': 0.41921235301259097}",25,10,25.126677548914294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4206,False,"{'a': 0.999, 'e': 0.4189913534383225}",25,0,-10.466105137827304,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
4207,False,"{'a': 0.999, 'e': 0.4187700819163756}",20,2,21.926260597785525,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
4208,False,"{'a': 0.999, 'e': 0.41854853901857514}",25,5,14.740535196454182,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
4209,False,"{'a': 0.999, 'e': 0.41832672531830917}",20,7,4.919271553656271,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4210,False,"{'a': 0.999, 'e': 0.4181046413905206}",25,13,21.068617880650592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4211,False,"{'a': 0.999, 'e': 0.41788228781169934}",25,7,-78.33792046265508,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
4212,False,"{'a': 0.999, 'e': 0.41765966515987407}",20,5,-59.04217003963251,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
4213,False,"{'a': 0.999, 'e': 0.4174367740146043}",20,9,-9.869420655404689,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
4214,False,"{'a': 0.999, 'e': 0.4172136149569722}",25,0,-6.199831956606607,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
4215,False,"{'a': 0.999, 'e': 0.4169901885695741}",20,0,-66.32415264884159,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
4216,False,"{'a': 0.999, 'e': 0.41676649543651334}",25,18,5.513924857062747,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
4217,False,"{'a': 0.999, 'e': 0.4165425361433911}",35,13,-13.063345872078015,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
4218,False,"{'a': 0.999, 'e': 0.4163183112772991}",25,0,-20.99966343463448,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
4219,False,"{'a': 0.999, 'e': 0.41609382142681095}",30,7,-9.917387399389334,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
4220,False,"{'a': 0.999, 'e': 0.41586906718197425}",30,19,18.25587826758456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4221,False,"{'a': 0.999, 'e': 0.4156440491343024}",25,0,-26.147551921786405,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
4222,False,"{'a': 0.999, 'e': 0.4154187678767664}",20,5,-21.527037192335158,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
4223,False,"{'a': 0.999, 'e': 0.41519322400378683}",30,19,-4.151527040884765,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
4224,False,"{'a': 0.999, 'e': 0.4149674181112256}",20,0,-100.63424906181174,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",1
4225,False,"{'a': 0.999, 'e': 0.41474135079637786}",20,9,-86.62942819086538,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
4226,False,"{'a': 0.999, 'e': 0.4145150226579637}",20,9,-25.147986448140262,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
4227,False,"{'a': 0.999, 'e': 0.4142884342961203}",25,13,21.632943346860017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4228,False,"{'a': 0.999, 'e': 0.4140615863123933}",25,18,16.460417090672895,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4229,False,"{'a': 0.999, 'e': 0.41383447930972916}",20,0,-7.800305259146887,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
4230,False,"{'a': 0.999, 'e': 0.4136071138924662}",20,9,18.044739177256098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4231,False,"{'a': 0.999, 'e': 0.4133794906663274}",25,0,-34.78956905323979,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
4232,False,"{'a': 0.999, 'e': 0.4131516102384115}",25,14,-25.100065674357698,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
4233,False,"{'a': 0.999, 'e': 0.4129234732171851}",20,9,-14.154034259647029,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
4234,False,"{'a': 0.999, 'e': 0.41269508021247436}",20,15,-33.20965399935732,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
4235,False,"{'a': 0.999, 'e': 0.4124664318354569}",25,0,-46.48457234594244,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
4236,False,"{'a': 0.999, 'e': 0.41223752869865354}",25,3,-91.25973346828623,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
4237,False,"{'a': 0.999, 'e': 0.41200837141592006}",20,13,0.7475900831604072,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4238,False,"{'a': 0.999, 'e': 0.4117789606024391}",20,11,-77.30281401400939,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
4239,False,"{'a': 0.999, 'e': 0.411549296874712}",20,1,-45.85199580039147,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
4240,False,"{'a': 0.999, 'e': 0.4113193808505502}",30,0,-39.914394303536206,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
4241,False,"{'a': 0.999, 'e': 0.4110892131490676}",30,3,-51.09841008543834,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 1}",1
4242,False,"{'a': 0.999, 'e': 0.410858794390672}",20,11,-4.820840056177585,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
4243,False,"{'a': 0.999, 'e': 0.41062812519705705}",25,0,-90.00695227667002,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
4244,False,"{'a': 0.999, 'e': 0.4103972061911937}",30,4,-78.02938767549375,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 2}",1
4245,False,"{'a': 0.999, 'e': 0.4101660379973226}",20,0,-127.76181195999555,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
4246,False,"{'a': 0.999, 'e': 0.40993462124094504}",20,8,6.4795093646376785,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
4247,False,"{'a': 0.999, 'e': 0.40970295654881567}",25,11,-3.2211838703066418,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
4248,False,"{'a': 0.999, 'e': 0.40947104454893357}",20,14,-0.3963469312655796,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
4249,False,"{'a': 0.999, 'e': 0.40923888587053436}",20,13,8.368411657448043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4250,False,"{'a': 0.999, 'e': 0.40900648114408195}",20,0,-41.43288309032934,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
4251,False,"{'a': 0.999, 'e': 0.40877383100126014}",20,6,-24.032514227937906,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
4252,False,"{'a': 0.999, 'e': 0.40854093607496467}",25,12,-10.66535989488052,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
4253,False,"{'a': 0.999, 'e': 0.4083077969992948}",30,1,-24.98641441692422,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 1}",1
4254,False,"{'a': 0.999, 'e': 0.40807441440954517}",20,11,-16.47817064126962,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
4255,False,"{'a': 0.999, 'e': 0.4078407889421976}",25,1,-13.032460867427565,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
4256,False,"{'a': 0.999, 'e': 0.4076069212349128}",25,19,12.420760452371093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4257,False,"{'a': 0.999, 'e': 0.40737281192652214}",25,15,0.06977690105127698,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
4258,False,"{'a': 0.999, 'e': 0.4071384616570196}",25,15,16.36193913769499,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4259,False,"{'a': 0.999, 'e': 0.4069038710675533}",20,0,7.827725413128768,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
4260,False,"{'a': 0.999, 'e': 0.40666904080041766}",25,19,13.358384497021753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4261,False,"{'a': 0.999, 'e': 0.4064339714990447}",20,7,-26.36456896975486,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
4262,False,"{'a': 0.999, 'e': 0.4061986638079961}",25,8,3.7047874514555503,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
4263,False,"{'a': 0.999, 'e': 0.405963118372955}",20,6,19.441767450086548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4264,False,"{'a': 0.999, 'e': 0.40572733584071785}",25,15,-23.051498572154124,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
4265,False,"{'a': 0.999, 'e': 0.4054913168591861}",30,12,-16.352638544241,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
4266,False,"{'a': 0.999, 'e': 0.40525506207735784}",20,12,0.007384827987831244,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4267,False,"{'a': 0.999, 'e': 0.4050185721453199}",20,8,-37.116135042566086,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
4268,False,"{'a': 0.999, 'e': 0.4047818477142395}",25,11,2.0525808706046513,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
4269,False,"{'a': 0.999, 'e': 0.40454488943635597}",20,15,9.227946957312087,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4270,False,"{'a': 0.999, 'e': 0.4043076979649728}",20,11,-7.026814850369837,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
4271,False,"{'a': 0.999, 'e': 0.40407027395444917}",25,3,-13.773351315664033,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
4272,False,"{'a': 0.999, 'e': 0.4038326180601919}",25,14,10.507881467542944,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4273,False,"{'a': 0.999, 'e': 0.40359473093864723}",30,10,-44.477275063211245,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
4274,False,"{'a': 0.999, 'e': 0.4033566132472928}",20,0,-21.656660814719576,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
4275,False,"{'a': 0.999, 'e': 0.40311826564462916}",30,10,-45.72716215880342,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
4276,False,"{'a': 0.999, 'e': 0.4028796887901719}",25,0,-15.315150114408581,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
4277,False,"{'a': 0.999, 'e': 0.4026408833444431}",20,0,-8.011117624970538,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
4278,False,"{'a': 0.999, 'e': 0.40240184996896355}",20,0,7.02553858296292,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4279,False,"{'a': 0.999, 'e': 0.4021625893262446}",20,10,-5.806472983719127,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
4280,False,"{'a': 0.999, 'e': 0.40192310207977955}",20,4,15.624816273463427,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4281,False,"{'a': 0.999, 'e': 0.4016833888940359}",25,0,6.067253662760608,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
4282,False,"{'a': 0.999, 'e': 0.40144345043444707}",30,20,4.964594496878752,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4283,False,"{'a': 0.999, 'e': 0.40120328736740435}",30,19,18.544213691079612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4284,False,"{'a': 0.999, 'e': 0.40096290036024845}",20,4,3.545083048532345,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
4285,False,"{'a': 0.999, 'e': 0.40072229008126176}",20,6,6.5499535555061845,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
