TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
01,2017-11-24,02,CTKA3,010,KARSTEN,ON,,R$,4.75,4.75,4.75,4.75,4.75,4.00,4.80,00001,000000000000002000,9500.00,0.00,0,9999-12-31,0000001,0.00,BRCTKAACNOR0,043
01,2017-11-24,02,CTKA4,010,KARSTEN,PN,,R$,3.20,3.36,3.03,3.35,3.28,3.06,3.20,00006,000000000000018900,63319.00,0.00,0,9999-12-31,0000001,0.00,BRCTKAACNPR7,043
01,2017-11-24,96,CTKA4F,020,KARSTEN,PN,,R$,3.20,4.00,3.20,3.84,4.00,2.81,3.00,00003,000000000000000050,192.00,0.00,0,9999-12-31,0000001,0.00,BRCTKAACNPR7,043
01,2017-11-24,02,CTNM4,010,COTEMINAS,PN,,R$,6.20,6.20,6.05,6.10,6.13,6.00,6.13,00009,000000000000003200,19548.00,0.00,0,9999-12-31,0000001,0.00,BRCTNMACNPR6,129
01,2017-11-24,02,CTSA3,010,SANTANENSE,ON,,R$,3.52,3.52,3.40,3.48,3.40,3.30,3.53,00010,000000000000012500,43620.00,0.00,0,9999-12-31,0000001,0.00,BRCTSAACNOR3,054
01,2017-11-24,12,CTXT11,010,FII C TEXTIL,CI,,R$,4.94,4.94,4.90,4.93,4.90,4.90,4.94,00032,000000000000003148,15535.95,0.00,0,9999-12-31,0000001,0.00,BRCTXTCTF014,159
01,2017-11-24,02,CVCB3,010,CVC BRASIL,ON      NM,,R$,46.15,46.73,45.68,46.36,46.65,46.63,46.65,02391,000000000000396300,18373050.00,0.00,0,9999-12-31,0000001,0.00,BRCVCBACNOR1,107
01,2017-11-24,96,CVCB3F,020,CVC BRASIL,ON      NM,,R$,46.00,46.56,45.80,46.32,46.39,46.00,46.80,00048,000000000000001508,69857.98,0.00,0,9999-12-31,0000001,0.00,BRCVCBACNOR1,107
01,2017-11-24,12,CXCE11B,010,FII CX CEDAE,CI      MB,,R$,2478.99,2480.00,2478.99,2479.28,2480.00,2400.33,2480.00,00004,000000000000000007,17354.99,0.00,0,9999-12-31,0000001,0.00,BRCXCECTF004,188
01,2017-11-24,12,CXRI11,010,FII CX RBRAV,CI,,R$,1050.90,1068.00,1050.90,1065.86,1068.00,1064.01,1068.00,00004,000000000000000008,8526.88,0.00,0,9999-12-31,0000001,0.00,BRCXRICTF003,148
01,2017-11-24,12,CXTL11,010,FII CX TRX,CI,,R$,560.04,575.00,560.01,560.19,575.00,562.01,584.50,00004,000000000000000081,45376.10,0.00,0,9999-12-31,0000001,0.00,BRCXTLCTF003,172
01,2017-11-24,02,CYRE3,010,CYRELA REALT,ON      NM,,R$,12.60,12.99,12.54,12.71,12.91,12.86,12.91,03847,000000000002297100,29196717.00,0.00,0,9999-12-31,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,96,CYRE3F,020,CYRELA REALT,ON      NM,,R$,12.64,12.98,12.56,12.83,12.90,12.56,12.92,00021,000000000000000649,8328.86,0.00,0,9999-12-31,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,78,CYREA44,070,CYRE,ON      NM,000,R$,0.25,0.25,0.25,0.25,0.25,0.00,0.00,00001,000000000000000100,25.00,14.50,0,2018-01-15,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,78,CYREL12,070,CYRE  FM,ON      NM,000,R$,1.16,1.16,1.16,1.16,1.16,0.30,0.00,00002,000000000000007400,8584.00,12.00,0,2017-12-18,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,78,CYREL13,070,CYRE  FM,ON      NM,000,R$,0.35,0.50,0.35,0.48,0.50,0.25,0.52,00009,000000000000048800,23562.00,13.00,0,2017-12-18,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,78,CYREL14,070,CYRE  FM,ON      NM,000,R$,0.22,0.22,0.22,0.22,0.22,0.07,0.42,00002,000000000000008000,1760.00,14.00,0,2017-12-18,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,78,CYREL43,070,CYRE  FM,ON      NM,000,R$,0.21,0.29,0.21,0.24,0.25,0.24,0.00,00005,000000000000014500,3605.00,13.50,0,2017-12-18,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,82,CYREM41,080,CYREE  FM,ON      NM,000,R$,0.37,0.38,0.28,0.31,0.30,0.30,0.38,00063,000000000000038100,12060.00,11.50,0,2018-01-15,0000001,0.00,BRCYREACNOR7,129
01,2017-11-24,02,CZLT33,010,COSAN LTD,DR3,,R$,30.15,30.81,30.15,30.49,30.60,30.43,30.60,00437,000000000000107100,3265682.00,0.00,0,9999-12-31,0000001,0.00,BRCZLTBDR009,110
01,2017-11-24,96,CZLT33F,020,COSAN LTD,DR3,,R$,30.00,30.00,30.00,30.00,30.00,30.00,34.80,00002,000000000000000051,1530.00,0.00,0,9999-12-31,0000001,0.00,BRCZLTBDR009,110
01,2017-11-24,02,DAGB33,010,DUFRY AG,DR3,,R$,478.00,491.00,460.00,478.55,477.00,455.50,477.00,00289,000000000000003107,1486863.40,0.00,0,9999-12-31,0000001,0.00,BRDAGBBDR008,102
01,2017-11-24,02,DASA3,010,DASA,ON,,R$,27.00,27.00,27.00,27.00,27.00,27.01,29.00,00004,000000000000000800,21600.00,0.00,0,9999-12-31,0000001,0.00,BRDASAACNOR1,114
01,2017-11-24,96,DASA3F,020,DASA,ON,,R$,27.28,27.28,27.28,27.28,27.28,27.01,29.70,00001,000000000000000003,81.84,0.00,0,9999-12-31,0000001,0.00,BRDASAACNOR1,114
01,2017-11-24,02,DIRR3,010,DIRECIONAL,ON      NM,,R$,6.00,6.11,5.90,5.99,5.96,5.93,5.96,01305,000000000000369300,2214811.00,0.00,0,9999-12-31,0000001,0.00,BRDIRRACNOR0,109
01,2017-11-24,96,DIRR3F,020,DIRECIONAL,ON      NM,,R$,6.00,6.07,5.91,6.04,5.91,5.94,5.98,00005,000000000000000155,936.88,0.00,0,9999-12-31,0000001,0.00,BRDIRRACNOR0,109
01,2017-11-24,02,DISB34,010,WALT DISNEY,DRN,,R$,332.34,332.34,332.34,332.34,332.34,0.00,0.00,00001,000000000000000200,66468.00,0.00,0,9999-12-31,0000001,0.00,BRDISBBDR006,109
01,2017-11-24,96,DISB34F,020,WALT DISNEY,DRN,,R$,333.60,333.60,330.39,331.03,330.39,331.00,0.00,00003,000000000000000020,6620.64,0.00,0,9999-12-31,0000001,0.00,BRDISBBDR006,109
01,2017-11-24,14,DIVO11,010,IT NOW IDIV,CI,,R$,41.01,41.37,41.01,41.29,41.25,41.01,41.37,00017,000000000000000490,20234.70,0.00,0,9999-12-31,0000001,0.00,BRDIVOCTF002,100
01,2017-11-24,96,DIVO11F,020,IT NOW IDIV,CI,,R$,38.11,41.37,38.11,39.82,41.26,39.00,41.26,00006,000000000000000013,517.66,0.00,0,9999-12-31,0000001,0.00,BRDIVOCTF002,100
01,2017-11-24,02,DMMO3,010,DOMMO,ON,,R$,1.04,1.18,1.03,1.11,1.17,1.17,1.18,01376,000000000005146800,5750902.00,0.00,0,9999-12-31,0000001,0.00,BRDMMOACNOR0,101
01,2017-11-24,96,DMMO3F,020,DOMMO,ON,,R$,1.14,1.15,1.13,1.13,1.15,1.16,1.25,00010,000000000000000252,287.03,0.00,0,9999-12-31,0000001,0.00,BRDMMOACNOR0,101
01,2017-11-24,62,DMMO3T,030,DOMMO,ON,122,R$,1.16,1.17,1.16,1.16,1.17,0.00,0.00,00002,000000000000003500,4079.78,0.00,0,9999-12-31,0000001,0.00,BRDMMOACNOR0,101
01,2017-11-24,12,DOMC11,010,FII DOMO,CI,,R$,555.00,570.00,555.00,558.63,560.02,560.04,574.99,00006,000000000000000040,22345.41,0.00,0,9999-12-31,0000001,0.00,BRDOMCCTF004,131
01,2017-11-24,02,DTCY3,010,DTCOM-DIRECT,ON,,R$,3.61,3.61,3.61,3.61,3.61,2.00,3.59,00001,000000000000010000,36100.00,0.00,0,9999-12-31,0000001,0.00,BRDTCYACNOR5,108
01,2017-11-24,02,DTEX3,010,DURATEX,ON      NM,,R$,9.50,9.80,9.49,9.61,9.51,9.48,9.57,04399,000000000001114800,10715441.00,0.00,0,9999-12-31,0000001,0.00,BRDTEXACNOR3,125
01,2017-11-24,96,DTEX3F,020,DURATEX,ON      NM,,R$,9.66,9.78,9.53,9.63,9.56,9.47,9.81,00035,000000000000001531,14753.77,0.00,0,9999-12-31,0000001,0.00,BRDTEXACNOR3,125
01,2017-11-24,02,EALT4,010,ACO ALTONA,PN,,R$,32.00,32.00,30.00,31.00,30.00,29.20,31.00,00002,000000000000000200,6200.00,0.00,0,9999-12-31,0000001,0.00,BREALTACNPR1,130
01,2017-11-24,14,ECOO11,010,ISHARES ECOO,CI,,R$,81.81,81.81,81.81,81.81,81.81,0.00,86.50,00001,000000000000000230,18816.30,0.00,0,9999-12-31,0000001,0.00,BRECOOCTF008,100
01,2017-11-24,02,ECOR3,010,ECORODOVIAS,ON      NM,,R$,12.46,12.51,12.22,12.34,12.22,12.22,12.28,05172,000000000001470600,18148555.00,0.00,0,9999-12-31,0000001,0.00,BRECORACNOR8,114
01,2017-11-24,96,ECOR3F,020,ECORODOVIAS,ON      NM,,R$,12.33,12.46,12.29,12.38,12.29,12.29,12.30,00025,000000000000000794,9831.94,0.00,0,9999-12-31,0000001,0.00,BRECORACNOR8,114
01,2017-11-24,12,EDFO11B,010,FII OURINVES,CI      MB,,R$,275.08,283.20,274.99,275.08,274.99,273.10,275.00,00011,000000000000000205,56391.77,0.00,0,9999-12-31,0000001,0.00,BREDFOCTF004,243
01,2017-11-24,12,EDGA11,010,FII GALERIA,CI  ER,,R$,45.52,46.42,45.52,45.95,46.40,46.40,46.42,00034,000000000000001211,55652.09,0.00,0,9999-12-31,0000001,0.00,BREDGACTF001,163
01,2017-11-24,02,EGIE3,010,ENGIE BRASIL,ON      NM,,R$,37.87,37.94,37.12,37.44,37.12,37.12,37.57,01663,000000000000287100,10750939.00,0.00,0,9999-12-31,0000001,0.00,BREGIEACNOR9,105
01,2017-11-24,96,EGIE3F,020,ENGIE BRASIL,ON      NM,,R$,37.16,37.97,37.10,37.41,37.10,37.10,37.89,00042,000000000000000998,37344.90,0.00,0,9999-12-31,0000001,0.00,BREGIEACNOR9,105
01,2017-11-24,02,EKTR3,010,ELEKTRO,ON,,R$,22.00,22.00,22.00,22.00,22.00,20.00,30.00,00002,000000000000000600,13200.00,0.00,0,9999-12-31,0000001,0.00,BREKTRACNOR0,141
01,2017-11-24,02,EKTR4,010,ELEKTRO,PN,,R$,22.57,22.57,22.57,22.57,22.57,22.00,23.25,00001,000000000000000100,2257.00,0.00,0,9999-12-31,0000001,0.00,BREKTRACNPR7,141
01,2017-11-24,02,ELEK3,010,ELEKEIROZ,ON,,R$,7.30,7.30,7.10,7.15,7.10,4.00,8.00,00003,000000000000000400,2860.00,0.00,0,9999-12-31,0000001,0.00,BRELEKACNOR5,119
01,2017-11-24,02,ELET3,010,ELETROBRAS,ON      N1,,R$,20.84,21.13,20.43,20.68,20.72,20.70,20.72,05654,000000000001482500,30660119.00,0.00,0,9999-12-31,0000001,0.00,BRELETACNOR6,152
01,2017-11-24,96,ELET3F,020,ELETROBRAS,ON      N1,,R$,20.80,21.00,20.03,20.63,20.50,20.50,21.20,00031,000000000000001056,21787.96,0.00,0,9999-12-31,0000001,0.00,BRELETACNOR6,152
01,2017-11-24,62,ELET3T,030,ELETROBRAS,ON      N1,060,R$,20.90,20.91,20.90,20.90,20.91,0.00,0.00,00002,000000000000010000,209095.48,0.00,0,9999-12-31,0000001,0.00,BRELETACNOR6,152
01,2017-11-24,96,ELET5F,020,ELETROBRAS,PNA     N1,,R$,25.00,25.00,25.00,25.00,25.00,18.00,25.00,00001,000000000000000001,25.00,0.00,0,9999-12-31,0000001,0.00,BRELETACNPA9,069
01,2017-11-24,02,ELET6,010,ELETROBRAS,PNB     N1,,R$,24.01,24.39,23.34,23.70,23.90,23.88,23.90,04478,000000000001731400,41042460.00,0.00,0,9999-12-31,0000001,0.00,BRELETACNPB7,069
01,2017-11-24,96,ELET6F,020,ELETROBRAS,PNB     N1,,R$,23.94,24.02,23.50,23.84,23.90,23.80,23.90,00048,000000000000001309,31219.54,0.00,0,9999-12-31,0000001,0.00,BRELETACNPB7,069
01,2017-11-24,78,ELETK88,070,ELET,PNB     N1,000,R$,3.30,3.30,3.30,3.30,3.30,0.00,0.00,00001,000000000000001800,5940.00,28.50,0,2018-11-19,0000001,0.00,BRELETACNPB7,069
01,2017-11-24,82,ELETW75,080,ELETE,PNB     N1,000,R$,5.35,5.35,5.35,5.35,5.35,0.00,0.00,00001,000000000000001800,9630.00,25.50,0,2018-11-19,0000001,0.00,BRELETACNPB7,069
01,2017-11-24,02,ELPL3,010,ELETROPAULO,ON      N2,,R$,15.82,15.82,15.65,15.75,15.78,15.78,16.10,00035,000000000000011800,185926.00,0.00,0,9999-12-31,0000001,0.00,BRELPLACNOR9,130
01,2017-11-24,96,ELPL3F,020,ELETROPAULO,ON      N2,,R$,15.20,15.20,15.20,15.20,15.20,15.25,15.99,00005,000000000000000112,1702.40,0.00,0,9999-12-31,0000001,0.00,BRELPLACNOR9,130
01,2017-11-24,02,ELPL4,010,ELETROPAULO,PN      N2,,R$,15.70,15.98,15.66,15.86,15.98,15.96,15.98,01613,000000000002032700,32240175.00,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,96,ELPL4F,020,ELETROPAULO,PN      N2,,R$,15.70,16.00,15.68,15.87,15.89,15.80,15.93,00021,000000000000000514,8161.07,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,62,ELPL4T,030,ELETROPAULO,PN      N2,017,R$,16.03,16.04,16.03,16.03,16.04,0.00,0.00,00002,000000000000008000,128300.22,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,62,ELPL4T,030,ELETROPAULO,PN      N2,028,R$,15.94,15.95,15.94,15.94,15.95,0.00,0.00,00004,000000000000400000,6377406.00,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,62,ELPL4T,030,ELETROPAULO,PN      N2,032,R$,15.94,16.02,15.94,15.94,16.02,0.00,0.00,00006,000000000000355200,5664636.38,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,62,ELPL4T,030,ELETROPAULO,PN      N2,033,R$,15.95,15.96,15.95,15.95,15.96,0.00,0.00,00002,000000000000300000,4785907.50,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,62,ELPL4T,030,ELETROPAULO,PN      N2,090,R$,16.12,16.13,16.12,16.12,16.13,0.00,0.00,00002,000000000000004000,64486.76,0.00,0,9999-12-31,0000001,0.00,BRELPLACNPR6,121
01,2017-11-24,02,EMAE4,010,EMAE,PN,,R$,9.49,9.49,9.49,9.49,9.49,7.20,9.49,00001,000000000000000500,4745.00,0.00,0,9999-12-31,0000001,0.00,BREMAEACNPR1,109
01,2017-11-24,96,EMAE4F,020,EMAE,PN,,R$,8.00,8.00,8.00,8.00,8.00,8.00,9.20,00003,000000000000000099,792.00,0.00,0,9999-12-31,0000001,0.00,BREMAEACNPR1,109
01,2017-11-24,02,EMBR3,010,EMBRAER,ON      NM,,R$,15.61,15.71,15.33,15.51,15.33,15.33,15.35,03361,000000000001017200,15781504.00,0.00,0,9999-12-31,0000001,0.00,BREMBRACNOR4,183
01,2017-11-24,96,EMBR3F,020,EMBRAER,ON      NM,,R$,15.70,15.70,15.35,15.52,15.41,15.41,15.60,00057,000000000000001563,24261.90,0.00,0,9999-12-31,0000001,0.00,BREMBRACNOR4,183
01,2017-11-24,78,EMBRL16,070,EMBR  FM,ON      NM,000,R$,0.36,0.36,0.36,0.36,0.36,0.32,0.49,00001,000000000000002400,864.00,15.97,0,2017-12-18,0000001,0.00,BREMBRACNOR4,182
01,2017-11-24,78,EMBRL17,070,EMBR  FM,ON      NM,000,R$,0.13,0.13,0.10,0.11,0.10,0.09,0.14,00002,000000000000003600,408.00,16.97,0,2017-12-18,0000001,0.00,BREMBRACNOR4,182
01,2017-11-24,78,EMBRL46,070,EMBR  FM,ON      NM,000,R$,0.20,0.20,0.20,0.20,0.20,0.10,0.24,00001,000000000000000200,40.00,16.47,0,2017-12-18,0000001,0.00,BREMBRACNOR4,182
01,2017-11-24,82,EMBRX44,080,EMBRE  FM,ON      NM,000,R$,0.16,0.16,0.16,0.16,0.16,0.00,0.00,00001,000000000000001000,160.00,14.47,0,2017-12-18,0000001,0.00,BREMBRACNOR4,182
01,2017-11-24,82,EMBRX45,080,EMBRE  FM,ON      NM,000,R$,0.42,0.42,0.42,0.42,0.42,0.09,0.00,00001,000000000000001000,420.00,15.47,0,2017-12-18,0000001,0.00,BREMBRACNOR4,182
01,2017-11-24,02,ENBR3,010,ENERGIAS BR,ON      NM,,R$,14.52,14.72,14.50,14.59,14.50,14.50,14.62,08469,000000000001481100,21609414.00,0.00,0,9999-12-31,0000001,0.00,BRENBRACNOR2,123
01,2017-11-24,96,ENBR3F,020,ENERGIAS BR,ON      NM,,R$,14.87,14.87,14.43,14.55,14.45,14.45,14.65,00024,000000000000000636,9257.09,0.00,0,9999-12-31,0000001,0.00,BRENBRACNOR2,123
01,2017-11-24,02,ENEV3,010,ENEVA,ON      NM,,R$,13.61,14.00,13.51,13.73,14.00,14.00,14.03,01442,000000000000250400,3438144.00,0.00,0,9999-12-31,0000001,0.00,BRENEVACNOR8,104
01,2017-11-24,96,ENEV3F,020,ENEVA,ON      NM,,R$,13.69,14.89,13.12,13.75,13.90,13.80,14.90,00021,000000000000000609,8379.12,0.00,0,9999-12-31,0000001,0.00,BRENEVACNOR8,104
01,2017-11-24,02,ENGI11,010,ENERGISA,UNT     N2,,R$,25.91,26.09,25.70,25.97,25.99,25.92,25.99,00652,000000000000244400,6349257.00,0.00,0,9999-12-31,0000001,0.00,BRENGICDAM16,120
01,2017-11-24,96,ENGI11F,020,ENERGISA,UNT     N2,,R$,25.66,25.69,25.66,25.66,25.69,25.69,26.10,00002,000000000000000084,2155.74,0.00,0,9999-12-31,0000001,0.00,BRENGICDAM16,120
01,2017-11-24,02,ENMA3B,010,CEMAR,ON      MB,,R$,23.50,23.50,23.50,23.50,23.50,23.00,27.00,00001,000000000000000200,4700.00,0.00,0,9999-12-31,0000001,0.00,BRENMAACNOR5,115
01,2017-11-24,96,ENMA3BF,020,CEMAR,ON      MB,,R$,23.00,23.00,23.00,23.00,23.00,23.00,25.00,00001,000000000000000060,1380.00,0.00,0,9999-12-31,0000001,0.00,BRENMAACNOR5,115
01,2017-11-24,02,EQTL3,010,EQUATORIAL,ON      NM,,R$,65.63,65.89,64.83,65.44,65.40,65.40,65.55,04599,000000000000591600,38717611.00,0.00,0,9999-12-31,0000001,0.00,BREQTLACNOR0,121
01,2017-11-24,96,EQTL3F,020,EQUATORIAL,ON      NM,,R$,66.35,66.35,64.89,65.26,65.22,65.22,65.71,00134,000000000000001311,85558.02,0.00,0,9999-12-31,0000001,0.00,BREQTLACNOR0,121
01,2017-11-24,02,ESTC3,010,ESTACIO PART,ON      NM,,R$,31.31,31.77,31.20,31.46,31.60,31.40,31.60,03955,000000000001062500,33428107.00,0.00,0,9999-12-31,0000001,0.00,BRESTCACNOR5,114
01,2017-11-24,96,ESTC3F,020,ESTACIO PART,ON      NM,,R$,31.56,31.91,31.15,31.47,31.50,31.15,31.50,00131,000000000000001138,35816.52,0.00,0,9999-12-31,0000001,0.00,BRESTCACNOR5,114
01,2017-11-24,78,ESTCL1,070,ESTC  FM,ON      NM,000,R$,1.14,1.14,1.11,1.13,1.11,0.00,0.00,00010,000000000000020000,22700.00,31.72,0,2017-12-18,0000001,0.00,BRESTCACNOR5,114
01,2017-11-24,82,ESTCX60,080,ESTCE  FM,ON      NM,000,R$,0.80,0.88,0.80,0.84,0.88,0.80,0.98,00002,000000000000002600,2184.00,30.72,0,2017-12-18,0000001,0.00,BRESTCACNOR5,114
01,2017-11-24,02,ESTR4,010,ESTRELA,PN,,R$,10.99,10.99,10.50,10.58,10.50,9.99,10.98,00002,000000000000000600,6349.00,0.00,0,9999-12-31,0000001,0.00,BRESTRACNPR0,143
01,2017-11-24,96,ESUD11F,020,FIP IE II,CI,,R$,1385.00,1385.00,1385.00,1385.00,1385.00,1362.00,1400.00,00002,000000000000000046,63710.00,0.00,0,9999-12-31,0000001,0.00,BRESUDCTF004,102
01,2017-11-24,96,ESUT11F,020,FIP IE III,CI,,R$,1425.00,1425.00,1425.00,1425.00,1425.00,1400.04,1425.00,00001,000000000000000010,14250.00,0.00,0,9999-12-31,0000001,0.00,BRESUTCTF000,102
01,2017-11-24,02,ETER3,010,ETERNIT,ON      NM,,R$,0.98,0.99,0.97,0.97,0.98,0.98,0.99,00096,000000000000289600,283017.00,0.00,0,9999-12-31,0000001,0.00,BRETERACNOR3,230
01,2017-11-24,96,ETER3F,020,ETERNIT,ON      NM,,R$,0.98,0.99,0.97,0.98,0.99,0.97,0.99,00005,000000000000000154,151.12,0.00,0,9999-12-31,0000001,0.00,BRETERACNOR3,230
01,2017-11-24,02,EUCA4,010,EUCATEX,PN      N1,,R$,3.90,4.00,3.88,3.95,4.00,3.98,4.00,00029,000000000000050100,198264.00,0.00,0,9999-12-31,0000001,0.00,BREUCAACNPR8,036
01,2017-11-24,96,EUCA4F,020,EUCATEX,PN      N1,,R$,3.90,3.90,3.40,3.65,3.40,3.36,4.00,00002,000000000000000004,14.60,0.00,0,9999-12-31,0000001,0.00,BREUCAACNPR8,036
01,2017-11-24,62,EUCA4T,030,EUCATEX,PN      N1,180,R$,4.03,4.04,4.03,4.03,4.04,0.00,0.00,00002,000000000000005000,20180.55,0.00,0,9999-12-31,0000001,0.00,BREUCAACNPR8,036
01,2017-11-24,12,EURO11,010,FII EUROPAR,CI,,R$,206.98,207.00,203.02,206.16,203.03,203.20,209.97,00008,000000000000000245,50510.52,0.00,0,9999-12-31,0000001,0.00,BREUROCTF011,280
01,2017-11-24,02,EVEN3,010,EVEN,ON      NM,,R$,5.34,5.39,5.30,5.34,5.35,5.33,5.37,01213,000000000000364400,1949396.00,0.00,0,9999-12-31,0000001,0.00,BREVENACNOR8,111
01,2017-11-24,96,EVEN3F,020,EVEN,ON      NM,,R$,5.38,5.38,5.37,5.37,5.37,5.17,5.39,00002,000000000000000065,349.57,0.00,0,9999-12-31,0000001,0.00,BREVENACNOR8,111
01,2017-11-24,02,EXXO34,010,EXXON MOBIL,DRN,,R$,65.85,65.85,65.85,65.85,65.85,0.00,0.00,00001,000000000000000100,6585.00,0.00,0,9999-12-31,0000001,0.00,BREXXOBDR006,129
01,2017-11-24,02,EZTC3,010,EZTEC,ON      NM,,R$,22.65,23.33,22.37,22.88,23.19,23.19,23.21,01620,000000000000438300,10032186.00,0.00,0,9999-12-31,0000001,0.00,BREZTCACNOR0,110
01,2017-11-24,96,EZTC3F,020,EZTEC,ON      NM,,R$,22.72,23.24,22.42,22.84,23.12,22.30,23.39,00043,000000000000001057,24148.15,0.00,0,9999-12-31,0000001,0.00,BREZTCACNOR0,110
01,2017-11-24,12,FAED11,010,FII ANH EDUC,CI,,R$,214.57,214.57,212.00,212.64,214.50,212.59,214.50,00009,000000000000000123,26155.82,0.00,0,9999-12-31,0000001,0.00,BRFAEDCTF003,198
01,2017-11-24,12,FAMB11B,010,FII ALMIRANT,CI      MB,,R$,4149.62,4399.00,3797.00,4151.79,4247.00,4211.00,4247.00,00100,000000000000000165,685046.67,0.00,0,9999-12-31,0000001,0.00,BRFAMBCTF018,276
01,2017-11-24,08,FBMC4,010,FIBAM,PN,,R$,2.36,2.39,2.35,2.36,2.35,2.20,2.43,00021,000000000000005800,13705.00,0.00,0,9999-12-31,0000001,0.00,BRFBMCACNPR0,150
01,2017-11-24,96,FBMC4F,020,FIBAM,PN,,R$,2.38,2.38,2.38,2.38,2.38,2.37,0.00,00001,000000000000000033,78.54,0.00,0,9999-12-31,0000001,0.00,BRFBMCACNPR0,150
01,2017-11-24,12,FCFL11,010,FII CAMPUSFL,CI  ER,,R$,2280.00,2280.00,2230.00,2251.61,2240.00,2240.00,2249.90,00026,000000000000000474,1067266.01,0.00,0,9999-12-31,0000001,0.00,BRFCFLCTF009,189
01,2017-11-24,14,FDES11,010,FUNDES,CI,,R$,0.60,0.60,0.60,0.60,0.60,0.60,0.75,00003,000000000000007000,4200.00,0.00,0,9999-12-31,0000001,0.00,BRFDESCTF005,100
01,2017-11-24,02,FESA3,010,FERBASA,ON      N1,,R$,18.00,18.00,17.50,17.90,18.00,13.50,30.00,00003,000000000000001100,19700.00,0.00,0,9999-12-31,0000001,0.00,BRFESAACNOR8,159
01,2017-11-24,02,FESA4,010,FERBASA,PN      N1,,R$,17.02,17.07,16.90,16.99,17.00,16.95,17.00,00167,000000000000063600,1081049.00,0.00,0,9999-12-31,0000001,0.00,BRFESAACNPR5,055
01,2017-11-24,96,FESA4F,020,FERBASA,PN      N1,,R$,16.91,17.10,16.90,17.01,16.90,16.92,17.09,00020,000000000000000474,8066.54,0.00,0,9999-12-31,0000001,0.00,BRFESAACNPR5,055
01,2017-11-24,62,FESA4T,030,FERBASA,PN      N1,060,R$,17.31,17.32,17.31,17.31,17.32,0.00,0.00,00002,000000000000004000,69254.29,0.00,0,9999-12-31,0000001,0.00,BRFESAACNPR5,055
01,2017-11-24,12,FEXC11,010,FII EXCELLEN,CI,,R$,97.11,98.80,97.10,98.26,97.25,97.25,98.80,00068,000000000000003024,297165.41,0.00,0,9999-12-31,0000001,0.00,BRFEXCCTF007,202
01,2017-11-24,12,FFCI11,010,FII RIOB RC,CI,,R$,189.98,189.98,187.13,188.99,189.90,188.42,189.90,00065,000000000000001029,194475.78,0.00,0,9999-12-31,0000001,0.00,BRFFCICTF005,272
01,2017-11-24,02,FHER3,010,FER HERINGER,ON      NM,,R$,2.50,2.53,2.40,2.47,2.46,2.45,2.46,00256,000000000000093600,231867.00,0.00,0,9999-12-31,0000001,0.00,BRFHERACNOR5,103
01,2017-11-24,96,FHER3F,020,FER HERINGER,ON      NM,,R$,2.40,2.61,2.40,2.50,2.61,2.44,2.59,00002,000000000000000028,70.14,0.00,0,9999-12-31,0000001,0.00,BRFHERACNOR5,103
