TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
1,2017-11-24,2,RCSL4,10,RECRUSUL,PN,,R$,0.93,0.94,0.87,0.89,0.88,0.87,0.88,1074,406300,363451.0,0.0,0,9999-12-31,1,0.0,BRRCSLACNPR1,128
1,2017-11-24,2,RDNI3,10,RODOBENSIMOB,ON,,R$,5.28,5.28,5.28,5.28,5.28,5.21,5.29,1,500,2640.0,0.0,0,9999-12-31,1,0.0,BRRDNIACNOR9,112
1,2017-11-24,2,REDE3,10,REDE ENERGIA,ON,,R$,2.87,2.87,2.74,2.79,2.86,2.72,2.87,31,15000,41986.0,0.0,0,9999-12-31,1,0.0,BRREDEACNOR7,108
1,2017-11-24,2,RENT3,10,LOCALIZA,ON,,R$,20.98,20.98,20.15,20.56,20.87,20.82,20.87,10623,2721000,55944313.0,0.0,0,9999-12-31,1,0.0,BRRENTACNOR4,165
1,2017-11-24,2,RLOG3,10,COSAN LOG,ON,,R$,9.4,9.47,9.18,9.25,9.2,9.2,9.21,349,189400,1753131.0,0.0,0,9999-12-31,1,0.0,BRRLOGACNOR4,106
1,2017-11-24,2,RNEW3,10,RENOVA,ON,,R$,2.35,2.64,2.35,2.43,2.6,2.6,2.64,77,94100,229305.0,0.0,0,9999-12-31,1,0.0,BRRNEWACNOR8,105
1,2017-11-24,2,RNEW4,10,RENOVA,PN,,R$,2.06,2.08,2.04,2.06,2.07,2.05,2.07,28,14800,30622.0,0.0,0,9999-12-31,1,0.0,BRRNEWACNPR5,105
1,2017-11-24,2,ROMI3,10,INDS ROMI,ON,,R$,7.68,7.7,7.5,7.62,7.63,7.63,7.68,100,94500,720823.0,0.0,0,9999-12-31,1,0.0,BRROMIACNOR8,164
1,2017-11-24,2,RPAD6,10,ALFA HOLDING,PN,,R$,2.7,2.7,2.4,2.61,2.63,2.41,2.95,15,26300,68777.0,0.0,0,9999-12-31,1,0.0,BRRPADACNPB2,196
1,2017-11-24,2,RSID3,10,ROSSI RESID,ON,,R$,6.49,6.58,6.37,6.48,6.57,6.47,6.57,215,102400,664412.0,0.0,0,9999-12-31,1,0.0,BRRSIDACNOR8,119
1,2017-11-24,2,SANB3,10,SANTANDER BR,ON,,R$,17.4,17.6,17.2,17.43,17.2,17.1,17.6,56,12600,219664.0,0.0,0,9999-12-31,1,0.0,BRSANBACNOR8,142
1,2017-11-24,2,SANB4,10,SANTANDER BR,PN,,R$,12.86,12.9,12.7,12.78,12.9,12.9,12.94,93,30200,385963.0,0.0,0,9999-12-31,1,0.0,BRSANBACNPR5,142
1,2017-11-24,2,SAPR3,10,SANEPAR,ON,,R$,11.9,11.94,11.5,11.72,11.8,11.7,11.8,76,46100,540612.0,0.0,0,9999-12-31,1,0.0,BRSAPRACNOR9,141
1,2017-11-24,2,SAPR4,10,SANEPAR,PN,,R$,12.08,12.13,11.93,12.04,11.99,11.99,12.0,3092,894700,10778262.0,0.0,0,9999-12-31,1,0.0,BRSAPRACNPR6,141
1,2017-11-24,2,SBSP3,10,SABESP,ON,,R$,33.45,33.5,32.91,33.34,33.3,33.3,33.38,6119,1903300,63472968.0,0.0,0,9999-12-31,1,0.0,BRSBSPACNOR5,154
1,2017-11-24,2,SCAR3,10,SAO CARLOS,ON,,R$,38.59,39.6,38.0,39.46,39.6,38.35,39.93,35,18600,734112.0,0.0,0,9999-12-31,1,0.0,BRSCARACNOR7,125
1,2017-11-24,2,SEDU3,10,SOMOS EDUCA,ON,,R$,18.02,18.23,18.0,18.04,18.0,17.5,18.0,14,2600,46910.0,0.0,0,9999-12-31,1,0.0,BRSEDUACNOR1,100
1,2017-11-24,2,SEER3,10,SER EDUCA,ON,,R$,29.97,30.02,29.2,29.61,29.46,29.46,29.49,2453,427100,12650387.0,0.0,0,9999-12-31,1,0.0,BRSEERACNOR5,109
1,2017-11-24,2,SGPS3,10,SPRINGS,ON,,R$,11.04,11.05,10.91,10.96,10.98,10.88,10.98,89,30700,336579.0,0.0,0,9999-12-31,1,0.0,BRSGPSACNOR4,104
1,2017-11-24,2,SHOW3,10,TIME FOR FUN,ON,,R$,8.12,8.28,8.05,8.16,8.2,8.18,8.2,195,38700,316060.0,0.0,0,9999-12-31,1,0.0,BRSHOWACNOR7,103
1,2017-11-24,2,SHUL4,10,SCHULZ,PN,,R$,6.85,6.95,6.85,6.88,6.89,6.85,6.89,154,28900,198874.0,0.0,0,9999-12-31,1,0.0,BRSHULACNPR4,130
1,2017-11-24,2,SLCE3,10,SLC AGRICOLA,ON,,R$,22.84,23.05,22.62,22.78,22.62,22.62,22.63,794,107700,2454218.0,0.0,0,9999-12-31,1,0.0,BRSLCEACNOR2,111
1,2017-11-24,2,SLED3,10,SARAIVA LIVR,ON,,R$,4.45,4.45,4.45,4.45,4.45,4.12,4.45,9,6700,29815.0,0.0,0,9999-12-31,1,0.0,BRSLEDACNOR0,154
1,2017-11-24,2,SLED4,10,SARAIVA LIVR,PN,,R$,4.04,4.11,3.8,3.89,3.8,3.79,3.8,171,249500,971839.0,0.0,0,9999-12-31,1,0.0,BRSLEDACNPR7,153
1,2017-11-24,2,SMLS3,10,SMILES,ON,,R$,82.04,83.45,80.68,82.18,83.22,82.8,83.22,2877,511400,42029449.0,0.0,0,9999-12-31,1,0.0,BRSMLSACNOR1,100
1,2017-11-24,2,SMTO3,10,SAO MARTINHO,ON,,R$,18.05,18.05,17.74,17.8,17.75,17.75,17.85,2443,483400,8607847.0,0.0,0,9999-12-31,1,0.0,BRSMTOACNOR3,113
1,2017-11-24,2,SNSL3,10,SENIOR SOL,ON,,R$,28.5,28.5,26.83,27.66,27.4,27.4,27.79,73,11000,304263.0,0.0,0,9999-12-31,1,0.0,BRSNSLACNOR9,109
1,2017-11-24,2,SPRI3,10,SPRINGER,ON,,R$,9.15,9.15,9.15,9.15,9.15,9.15,12.0,1,100,915.0,0.0,0,9999-12-31,1,0.0,BRSPRIACNOR2,144
1,2017-11-24,2,SSBR3,10,SIERRABRASIL,ON,,R$,26.49,26.98,25.51,25.99,25.51,25.51,26.02,253,39400,1024166.0,0.0,0,9999-12-31,1,0.0,BRSSBRACNOR1,107
1,2017-11-24,2,STBP3,10,SANTOS BRP,ON,,R$,3.41,3.48,3.41,3.45,3.48,3.45,3.48,677,206700,714906.0,0.0,0,9999-12-31,1,0.0,BRSTBPACNOR3,114
1,2017-11-24,2,SUZB3,10,SUZANO PAPEL,ON,,R$,19.42,19.61,19.08,19.35,19.35,19.35,19.41,6360,2033300,39354167.0,0.0,0,9999-12-31,1,0.0,BRSUZBACNOR0,121
1,2017-11-24,2,TAEE3,10,TAESA,ON,,R$,7.0,7.05,7.0,7.02,7.03,7.01,7.1,7,700,4916.0,0.0,0,9999-12-31,1,0.0,BRTAEEACNOR9,118
1,2017-11-24,2,TAEE4,10,TAESA,PN,,R$,7.0,7.2,6.97,7.0,7.15,7.0,7.19,20,7500,52515.0,0.0,0,9999-12-31,1,0.0,BRTAEEACNPR6,118
1,2017-11-24,2,TCSA3,10,TECNISA,ON,,R$,2.08,2.1,2.02,2.04,2.04,2.04,2.05,1741,2098500,4300446.0,0.0,0,9999-12-31,1,0.0,BRTCSAACNOR3,111
1,2017-11-24,2,TECN3,10,TECHNOS,ON,,R$,4.16,4.16,4.06,4.08,4.08,4.08,4.1,103,38700,158070.0,0.0,0,9999-12-31,1,0.0,BRTECNACNOR6,106
1,2017-11-24,2,TELB3,10,TELEBRAS,ON,,R$,34.99,34.99,34.99,34.99,34.99,31.0,35.0,1,2100,73479.0,0.0,0,9999-12-31,1,0.0,BRTELBACNOR2,138
1,2017-11-24,2,TELB4,10,TELEBRAS,PN,,R$,23.28,23.28,22.2,22.97,22.2,22.2,22.96,23,16800,385936.0,0.0,0,9999-12-31,1,0.0,BRTELBACNPR9,138
1,2017-11-24,2,TEND3,10,TENDA,ON,,R$,17.39,17.91,17.39,17.68,17.77,17.73,17.77,747,131800,2330677.0,0.0,0,9999-12-31,1,0.0,BRTENDACNOR4,101
1,2017-11-24,2,TESA3,10,TERRA SANTA,ON,,R$,14.39,14.55,14.05,14.14,14.05,14.05,14.3,23,9200,130159.0,0.0,0,9999-12-31,1,0.0,BRTESAACNOR9,100
1,2017-11-24,2,TGMA3,10,TEGMA,ON,,R$,19.91,20.24,19.91,20.14,20.2,20.0,20.2,521,64100,1291278.0,0.0,0,9999-12-31,1,0.0,BRTGMAACNOR7,127
1,2017-11-24,2,TIET3,10,AES TIETE E,ON,,R$,2.77,2.77,2.7,2.73,2.71,2.71,2.75,25,26000,71003.0,0.0,0,9999-12-31,1,0.0,BRTIETACNOR0,110
1,2017-11-24,2,TIET4,10,AES TIETE E,PN,,R$,2.73,2.73,2.71,2.71,2.71,2.71,2.72,52,51000,138574.0,0.0,0,9999-12-31,1,0.0,BRTIETACNPR7,110
1,2017-11-24,2,TIMP3,10,TIM PART S/A,ON,,R$,12.29,12.59,12.12,12.37,12.27,12.27,12.3,4665,2202800,27261310.0,0.0,0,9999-12-31,1,0.0,BRTIMPACNOR1,107
1,2017-11-24,2,TOTS3,10,TOTVS,ON,,R$,32.99,33.08,32.28,32.53,32.51,32.5,32.57,1711,253500,8248053.0,0.0,0,9999-12-31,1,0.0,BRTOTSACNOR8,127
1,2017-11-24,2,TOYB3,10,TECTOY,ON,,R$,3.49,3.49,3.49,3.49,3.49,3.4,3.5,1,13000,45370.0,0.0,0,9999-12-31,1,0.0,BRTOYBACNOR4,112
1,2017-11-24,2,TOYB4,10,TECTOY,PN,,R$,3.85,3.85,3.57,3.83,3.64,3.58,3.7,9,17700,67853.0,0.0,0,9999-12-31,1,0.0,BRTOYBACNPR1,112
1,2017-11-24,2,TRIS3,10,TRISUL,ON,,R$,4.39,4.39,4.28,4.34,4.39,4.3,4.39,49,33800,146876.0,0.0,0,9999-12-31,1,0.0,BRTRISACNOR4,110
1,2017-11-24,2,TRPL4,10,TRAN PAULIST,PN,,R$,62.2,63.68,61.88,63.12,63.0,62.96,63.0,1545,305400,19279126.0,0.0,0,9999-12-31,1,0.0,BRTRPLACNPR1,167
1,2017-11-24,2,TRPN3,10,TARPON INV,ON,,R$,3.6,3.6,3.6,3.6,3.6,3.58,3.6,10,2600,9360.0,0.0,0,9999-12-31,1,0.0,BRTRPNACNOR0,115
1,2017-11-24,2,TUPY3,10,TUPY,ON,,R$,18.05,18.39,17.77,18.08,18.06,17.95,18.06,1083,208200,3764423.0,0.0,0,9999-12-31,1,0.0,BRTUPYACNOR1,169
1,2017-11-24,2,TXRX4,10,TEX RENAUX,PN,,R$,2.68,2.68,2.68,2.68,2.68,2.22,2.5,2,200,536.0,0.0,0,9999-12-31,1,0.0,BRTXRXACNPR0,142
1,2017-11-24,2,UCAS3,10,UNICASA,ON,,R$,2.45,2.46,2.41,2.44,2.46,2.41,2.46,54,101900,248891.0,0.0,0,9999-12-31,1,0.0,BRUCASACNOR1,105
1,2017-11-24,2,UGPA3,10,ULTRAPAR,ON,,R$,73.4,73.4,72.42,72.66,72.44,72.44,72.64,2665,489400,35561617.0,0.0,0,9999-12-31,1,0.0,BRUGPAACNOR8,140
1,2017-11-24,2,UNIP3,10,UNIPAR,ON,,R$,17.01,17.25,17.0,17.03,17.06,17.06,17.24,9,3900,66424.0,0.0,0,9999-12-31,1,0.0,BRUNIPACNOR7,186
1,2017-11-24,2,UNIP6,10,UNIPAR,PN,,R$,17.49,17.49,17.15,17.35,17.15,17.15,17.34,129,53200,923070.0,0.0,0,9999-12-31,1,0.0,BRUNIPACNPB8,186
1,2017-11-24,2,USIM3,10,USIMINAS,ON,,R$,11.03,11.16,11.0,11.1,11.16,11.1,11.24,10,1700,18870.0,0.0,0,9999-12-31,1,0.0,BRUSIMACNOR3,155
1,2017-11-24,2,USIM5,10,USIMINAS,PN,,R$,9.29,9.36,9.12,9.22,9.18,9.18,9.19,8265,10392600,95878593.0,0.0,0,9999-12-31,1,0.0,BRUSIMACNPA6,157
1,2017-11-24,2,VALE3,10,VALE,ON,,R$,35.18,35.85,35.11,35.64,35.79,35.6,35.79,34484,30784900,1097478069.0,0.0,0,9999-12-31,1,0.0,BRVALEACNOR0,194
1,2017-11-24,2,VALE5,10,VALE,PN,,R$,32.8,33.43,32.74,33.28,33.36,33.36,33.37,4977,5496000,182925408.0,0.0,0,9999-12-31,1,0.0,BRVALEACNPA3,195
1,2017-11-24,2,VIVT3,10,TELEF BRASIL,ON,,R$,40.2,40.68,40.2,40.23,40.36,40.36,40.62,22,22400,901223.0,0.0,0,9999-12-31,1,0.0,BRVIVTACNOR0,138
1,2017-11-24,2,VIVT4,10,TELEF BRASIL,PN,,R$,48.93,49.27,48.45,48.8,48.45,48.45,48.53,5082,877800,42839462.0,0.0,0,9999-12-31,1,0.0,BRVIVTACNPR7,138
1,2017-11-24,2,VLID3,10,VALID,ON,,R$,17.43,17.99,16.82,17.28,16.91,16.9,16.91,4210,1027500,17756026.0,0.0,0,9999-12-31,1,0.0,BRVLIDACNOR5,130
1,2017-11-24,2,VULC3,10,VULCABRAS,ON,,R$,9.45,9.45,9.33,9.38,9.35,9.35,9.37,1008,606300,5687214.0,0.0,0,9999-12-31,1,0.0,BRVULCACNOR2,149
1,2017-11-24,2,VVAR3,10,VIAVAREJO,ON,,R$,7.67,7.79,7.6,7.74,7.7,7.7,7.76,119,15000,116200.0,0.0,0,9999-12-31,1,0.0,BRVVARACNOR1,107
1,2017-11-24,2,VVAR4,10,VIAVAREJO,PN,,R$,7.21,7.44,7.16,7.35,7.4,7.25,7.43,142,34500,253581.0,0.0,0,9999-12-31,1,0.0,BRVVARACNPR8,103
1,2017-11-24,2,WEGE3,10,WEG,ON,,R$,23.4,23.43,22.95,23.06,23.0,23.0,23.05,4104,804500,18555094.0,0.0,0,9999-12-31,1,0.0,BRWEGEACNOR0,181
1,2017-11-24,2,WHRL3,10,WHIRLPOOL,ON,,R$,4.85,4.97,4.75,4.77,4.75,4.75,4.9,6,1400,6682.0,0.0,0,9999-12-31,1,0.0,BRWHRLACNOR5,120
1,2017-11-24,2,WHRL4,10,WHIRLPOOL,PN,,R$,5.22,5.22,5.15,5.16,5.15,5.06,5.15,4,1300,6709.0,0.0,0,9999-12-31,1,0.0,BRWHRLACNPR2,120
1,2017-11-24,2,WIZS3,10,WIZ S.A.,ON,,R$,12.95,13.15,12.08,12.47,12.5,12.5,12.51,4470,1302800,16249346.0,0.0,0,9999-12-31,1,0.0,BRWIZSACNOR1,102
1,2017-11-24,2,WLMM4,10,WLM IND COM,PN,,R$,5.24,5.37,5.11,5.23,5.37,5.18,5.37,8,2600,13620.0,0.0,0,9999-12-31,1,0.0,BRWLMMACNPR3,100
